Enterprise Name,Query Type,Query,Supporting Facts
ZX Bank,Comparative,How does ZX Bank's payment service differ from traditional banks in South Asia?,"[{""filename"": ""Cross-Border Payments.md"", ""text"": ""ZX Bank provides fast, secure cross-border payment services between India, Sri Lanka, Nepal, and Bhutan. Whether you\u2019re sending money home, paying for business imports, or supporting family across the region, ZX Bank guarantees a seamless remittance experience.""}, {""filename"": ""Cross-Border Payments.md"", ""text"": ""Instant Transfers: Most transfers are processed within minutes using ZX Bank\u2019s advanced payment rails and SWIFT capabilities.""}]"
ZX Bank,Procedural,How do I initiate a cross-border transfer using ZX Bank?,"[{""filename"": ""Cross-Border Payments.md"", ""text"": ""Initiate Transfer: Visit a ZX Bank branch, use our mobile app, or log in to NetBanking.""}, {""filename"": ""Cross-Border Payments.md"", ""text"": ""Choose Your Recipient: Send to ZX Bank or partner bank accounts in India, Sri Lanka, Nepal, or Bhutan.""}, {""filename"": ""Cross-Border Payments.md"", ""text"": ""Select Amount & Currency: Multi-currency options help recipients get the best value.""}, {""filename"": ""Cross-Border Payments.md"", ""text"": ""Pay & Confirm: Transparent, upfront fees shown before you pay.""}, {""filename"": ""Cross-Border Payments.md"", ""text"": ""Track in Real-Time: Monitor your transfer\u2019s status from start to finish.""}]"
ZX Bank,Open-Ended,What benefits does ZX Bank offer for students studying abroad?,"[{""filename"": ""Cross-Border Payments.md"", ""text"": ""Students Abroad: Hassle-free tuition or living expense payments to Nepal, Bhutan, Sri Lanka, or India.""}, {""filename"": ""Cross-Border Payments.md"", ""text"": ""ZX Bank provides multi-currency support, enabling students to get the best value and offers digital access for convenience.""}]"
ZX Bank,Boolean,Is ZX Bank compliant with international financial regulations?,"[{""filename"": ""Cross-Border Payments.md"", ""text"": ""Regulatory Compliance: Fully compliant with all local and international guidelines. Your transactions are protected!""}]"
ZX Bank,Analytical,Why does ZX Bank Ltd. offer personal loans without collateral?,"[{""filename"": ""Personal Loan.md"", ""text"": ""ZX Bank Ltd. offers flexible Personal Loans designed to meet your financial needs\u2014whether it\u2019s for weddings, education, travel, medical emergencies, or personal projects\u2014with competitive rates and simple documentation.""}, {""filename"": ""Personal Loan.md"", ""text"": ""Features & Benefits: Zero Collateral: No need for security or guarantor means ZX Bank Ltd. aims to make loans accessible, reducing the barrier to entry for borrowers who may not have assets to pledge.""}]"
ZX Bank,Procedural,How can I apply for a personal loan from ZX Bank Ltd.?,"[{""filename"": ""Personal Loan.md"", ""text"": ""How to Apply: \n1. **Visit:** Any ZX Bank branch in your country\n2. **Online:** Through [ZX Bank Asia Mobile App](https://www.zxbank.asia/app) or [NetBanking](https://www.zxbank.asia/netbanking)\n3. **Call:** 24x7 Customer Care or use AI Assistant \""Zia\"" on the app""}]"
ZX Bank,Comparative,What are the interest rates for personal loans for salaried versus self-employed individuals in India?,"[{""filename"": ""Personal Loan.md"", ""text"": ""Interest Rate: \n| Customer Category | Interest Rate (per annum) |\n|----------------------------------|:----------------------------------------:|\n| Salaried (India, Sri Lanka) | 11.75% \u2013 17.99% |\n| Self-Employed (India, Sri Lanka) | 13.25% \u2013 19.99% |""}]"
ZX Bank,Boolean,Is collateral required for personal loans at ZX Bank Ltd.?,"[{""filename"": ""Personal Loan.md"", ""text"": ""Features & Benefits: Zero Collateral: No need for security or guarantor.""}]"
ZX Bank,Descriptive,What documents are required for salaried individuals to get a personal loan at ZX Bank Ltd.?,"[{""filename"": ""Personal Loan.md"", ""text"": ""Documentation Required for Salaried Individuals:\n- Completed Personal Loan Application Form\n- Photo Identity Proof (Aadhaar Card, Passport, Voter ID, etc.)\n- Address Proof (Utility bill, Passport, Aadhar, etc.)\n- Latest 3 months\u2019 Salary Slips\n- Last 6 months\u2019 Bank Statements\n- 1 Passport-size Photograph\n- PAN Card (for Indian applicants)""}]"
ZX Bank,Descriptive,What services does ZX Bank offer in Surat?,"[{""filename"": ""Surat Branch Network.md"", ""text"": ""ZX Bank Ltd. is committed to delivering accessible and reliable banking services across Surat. Each branch offers a full suite of retail, corporate, and digital services\u2014supported by experienced staff and state-of-the-art banking infrastructure.""}]"
ZX Bank,Open-Ended,How many branches does ZX Bank have in North Surat?,"[{""filename"": ""Surat Branch Network.md"", ""text"": ""| Branch Address | IFSC Code | Contact Number |\n|--------------------------------------------------------|----------------|--------------------|\n| Shop 12-14, North Plaza, Adajan Road, Adajan | ZXIN0001011 | 0261-2980111 |\n| 2nd Floor, Vrundavan Complex, Pal Gam, North Surat | ZXIN0001012 | 0261-2980222 |\n| G-6, Golden Arcade, L.P. Savani Road, Surat | ZXIN0001013 | 0261-2980333 |\n| F-5, Shree Hallmark, Nana Varachha Main Road | ZXIN0001014 | 0261-2980444 |""}]"
ZX Bank,Comparative,How does the branch network of ZX Bank in West Surat compare to South Surat?,"[{""filename"": ""Surat Branch Network.md"", ""text"": ""West Surat branches: \n- Shop 21, Raj Residency, Ghod Dod Road \n- Shop 101, Suryadaya Complex, Vesu Main Road \n- FF-10, Crystal Arcade, Piplod\n\nSouth Surat branches: \n- Shop 3-5, Shubham Plaza, Udhna Main Road, Udhna \n- 1st Floor, Aryaman Mall, Godadara Road \n- Plot 22, Shiv Nagar Society, Bhestan""}]"
ZX Bank,Procedural,How can I contact the ZX Bank branch on Vesu Main Road?,"[{""filename"": ""Surat Branch Network.md"", ""text"": ""| Branch Address | IFSC Code | Contact Number |\n|-------------------------------------|-------------|----------------|\n| Shop 101, Suryadaya Complex, Vesu Main Road | ZXIN0004012 | 0261-2210222 |""}]"
ZX Bank,Temporal,When were the most recent ZX Bank branches opened in Central Surat?,"[{""filename"": ""Surat Branch Network.md"", ""text"": ""The markdown does not specify the opening dates of the branches. However, the addresses of the Central Surat branches are provided: \n- 1st Floor, Sagar Building, Chowk Bazar \n- Shop 7, Surya Towers, Ring Road \n- F-3, Sukhsagar Complex, Nanpura \n- Ground Floor, Mehul Nagar, Railway Station Area""}]"
ZX Bank,Descriptive,Where are the PVR Cinemas located in Mumbai?,"[{""filename"": ""ATM Locations at Major Movie Theaters.md"", ""text"": ""1. **PVR ICON, Phoenix Mills** \n Address: High Street Phoenix, Lower Parel, Mumbai 400013""}, {""filename"": ""ATM Locations at Major Movie Theaters.md"", ""text"": ""6. **Movietime, Malad** \n Address: Infiniti Mall, Malad West, Mumbai 400064""}]"
ZX Bank,Comparative,How does the presence of INOX cinemas in Mumbai compare to that in Delhi?,"[{""filename"": ""ATM Locations at Major Movie Theaters.md"", ""text"": ""Mumbai:\n- **INOX, CR2 Mall** \n Address: Nariman Point, Backbay Reclamation, Mumbai 400021\n\n- **Cinepolis, Viviana Mall** \n Address: Eastern Express Hwy, Thane West, Thane 400610\n\nDelhi:\n- **INOX, Nehru Place** \n Address: Eros International, Nehru Place, New Delhi 110019\n\n- **Wave Cinemas, Kaushambi** \n Address: EDM Mall, Kaushambi, Ghaziabad, Delhi NCR 201012""}]"
ZX Bank,Procedural,How can I find an ATM location for ZX Bank in Jaipur movie theaters?,"[{""filename"": ""ATM Locations at Major Movie Theaters.md"", ""text"": ""1. **INOX, Crystal Palm Mall** \n Address: Bais Godam Circle, Jaipur 302001\n\n2. **Raj Mandir Cinema** \n Address: Bhagwan Das Road, Ashok Nagar, Jaipur 302001""}, {""filename"": ""ATM Locations at Major Movie Theaters.md"", ""text"": ""3. **PVR, GT Central Mall** \n Address: Malviya Nagar, Jaipur 302017""}]"
ZX Bank,Analytical,Why might ZX Bank choose to locate ATMs in major movie theaters?,"[{""filename"": ""ATM Locations at Major Movie Theaters.md"", ""text"": ""Movie theaters attract high foot traffic, providing visibility and convenience for transactions. Additionally, moviegoers may require cash for concessions, parking, and other expenses, increasing the likelihood of ATM use.""}, {""filename"": ""ATM Locations at Major Movie Theaters.md"", ""text"": ""This strategic placement can enhance brand presence and customer convenience, aligning with locations of leisure and spending.""}]"
ZX Bank,Boolean,Are there Carnival Cinemas with ZX Bank ATMs in Hyderabad?,"[{""filename"": ""ATM Locations at Major Movie Theaters.md"", ""text"": ""1. **Carnival Cinemas, Erragadda** \n Address: MRC Centre Mall, Erragadda, Hyderabad 500018""}]"
ZX Bank,Descriptive,How is ZX Bank's branch network distributed in Kolkata?,"[{""filename"": ""Branches in Kolkata.md"", ""text"": ""Kolkata, the cultural and financial hub of Eastern India, enjoys robust banking infrastructure supported by ZX Bank\u2019s expanding network. To serve the diverse needs of individuals and businesses, ZX Bank has strategically distributed its branches across the city\u2019s major regions\u2014North, South, East, West, and Central Kolkata. This facilitates convenient access to retail, digital, and corporate banking services for residents, business owners, and visitors throughout the metropolitan area.""}]"
ZX Bank,Comparative,How does the branch coverage in North Kolkata differ from Central Kolkata?,"[{""filename"": ""Branches in Kolkata.md"", ""text"": ""North Kolkata\n\n| Branch Address | IFSC Code | Contact Number |\n|------------------------------------------------------|----------------|--------------------|\n| 17A, APC Road, Manicktala, Kolkata 700009 | ZXIN0002001 | 033-2451 1201 |\n| 56/2, B.T. Road, Baranagar, Kolkata 700090 | ZXIN0002002 | 033-2565 4490 |\n| 12, Bidhan Sarani, Shyambazar, Kolkata 700004 | ZXIN0002003 | 033-2337 7210 |\n| 129, Raja Dinendra St, Belgachia, Kolkata 700037 | ZXIN0002004 | 033-2557 4043 |\n\nCentral Kolkata\n\n| Branch Address | IFSC Code | Contact Number |\n|------------------------------------------------------|----------------|--------------------|\n| 15, Park Street, Kolkata 700016 | ZXIN0002401 | 033-2228 4571 |\n| 3, Chowringhee Road, Esplanade, Kolkata 700013 | ZXIN0002402 | 033-2217 3649 |\n| 35, Lenin Sarani, Dharmatala, Kolkata 700013 | ZXIN0002403 | 033-2252 3542 |""}]"
ZX Bank,Procedural,"How can I contact the ZX Bank branch located in Salt Lake, East Kolkata?","[{""filename"": ""Branches in Kolkata.md"", ""text"": ""East Kolkata\n\n| Branch Address | IFSC Code | Contact Number |\n|------------------------------------------------------|----------------|--------------------|\n| 88, Salt Lake, Sector II, Kolkata 700091 | ZXIN0002201 | 033-2358 4463 |""}]"
ZX Bank,Boolean,Does ZX Bank have a branch in Howrah?,"[{""filename"": ""Branches in Kolkata.md"", ""text"": ""West Kolkata\n\n| Branch Address | IFSC Code | Contact Number |\n|------------------------------------------------------|----------------|--------------------|\n| 43, Andul Road, Howrah Maidan, Howrah 711102 | ZXIN0002302 | 033-2641 7882 |""}]"
ZX Bank,Analytical,Why might ZX Bank have chosen to expand across all major regions in Kolkata?,"[{""filename"": ""Branches in Kolkata.md"", ""text"": ""Kolkata, the cultural and financial hub of Eastern India, enjoys robust banking infrastructure supported by ZX Bank\u2019s expanding network. To serve the diverse needs of individuals and businesses, ZX Bank has strategically distributed its branches across the city\u2019s major regions\u2014North, South, East, West, and Central Kolkata. This facilitates convenient access to retail, digital, and corporate banking services for residents, business owners, and visitors throughout the metropolitan area.""}]"
ZX Bank,Open-Ended,What can ASK Zia assist me with on the website?,"[{""filename"": ""ASK Zia \u2013 Your 24:7 Banking Assistant.md"", ""text"": ""ASK Zia on Website offers: Instant Answers for banking queries, Smart Assistance for locating branches and products, Secure Service Requests for balance checks and card blocking, Product Comparisons to guide savings decisions, and 24/7 Availability.""}]"
ZX Bank,Procedural,How do I start using ASK Zia on WhatsApp?,"[{""filename"": ""ASK Zia \u2013 Your 24:7 Banking Assistant.md"", ""text"": ""To use ASK Zia on WhatsApp, save the official number +91-XXX-XXX-XXXX, send \""Hello Zia,\"" and follow the prompts to access banking features.""}]"
ZX Bank,Descriptive,What makes ASK Zia a secure banking assistant?,"[{""filename"": ""ASK Zia \u2013 Your 24:7 Banking Assistant.md"", ""text"": ""ASK Zia features end-to-end encryption, secure authentication, and never asks for sensitive data like PINs or passwords, ensuring compliance with ZX Bank\u2019s privacy and security policies.""}]"
ZX Bank,Comparative,How is ASK Zia different on the website versus WhatsApp?,"[{""filename"": ""ASK Zia \u2013 Your 24:7 Banking Assistant.md"", ""text"": ""On the website, ASK Zia provides Instant Answers, Product Comparisons, and Secure Service Requests. On WhatsApp, it offers Quick Banking Tasks, Bill Reminders & Alerts, and Personal Financial Insights.""}]"
ZX Bank,Analytical,Why might customers prefer ASK Zia for banking assistance?,"[{""filename"": ""ASK Zia \u2013 Your 24:7 Banking Assistant.md"", ""text"": ""Customers might prefer ASK Zia due to its personalized, friendly support, multilingual communication, availability anytime, and the convenience of handling banking tasks without queues or waits.""}]"
ZX Bank,Descriptive,What is the branch network of ZX Bank in Patna?,"[{""filename"": ""Bank Branches in Patna.md"", ""text"": ""Patna is well-served by the extensive branch network of ZX Bank. The bank has a robust presence spread across North, South, East, West, and Central Patna, consisting of 13 branches distributed to ensure seamless service throughout the city\u2019s diverse neighborhoods.""}]"
ZX Bank,Procedural,How can I find the IFSC code for the Central Patna branch of ZX Bank?,"[{""filename"": ""Bank Branches in Patna.md"", ""text"": ""For the Central Patna branch, the IFSC codes are provided in the directory. The branch on Fraser Road, near Patna Junction, has the IFSC code ZXIN0001501, while the branch on Boring Road, next to Children\u2019s Park, uses ZXIN0001502.""}]"
ZX Bank,Comparative,How does the number of branches of ZX Bank differ between North and South Patna?,"[{""filename"": ""Bank Branches in Patna.md"", ""text"": ""In North Patna, ZX Bank has three branches located at Arya Samaj Road, Gandhi Nagar, and Rajeev Nagar. Similarly, in South Patna, there are also three branches located at Bailey Road, Anisabad, and Phulwari Sharif.""}]"
ZX Bank,Analytical,Why might ZX Bank have chosen to distribute its branches evenly across Patna?,"[{""filename"": ""Bank Branches in Patna.md"", ""text"": ""ZX Bank\u2019s even distribution across Patna ensures comprehensive access to banking facilities for all major regions \u2014 North, South, East, West, and Central. This strategic placement caters to the diverse neighborhoods and urban centers, enhancing customer convenience and service coverage.""}]"
ZX Bank,Descriptive,What is the branch network of ZX Bank in Delhi?,"[{""filename"": ""Branch Network in Delhi.md"", ""text"": ""ZX Bank Ltd. is committed to providing seamless and accessible banking services across Delhi, ensuring customer convenience through a robust network of physical branches. Serving the vibrant capital city, ZX Bank branches are strategically distributed across North, South, East, West, and Central Delhi.""}, {""filename"": ""Branch Network in Delhi.md"", ""text"": ""With a focus on customer-centric operations, each branch delivers the full suite of retail, corporate, and digital banking services, supported by modern infrastructure and a dedicated team.""}]"
ZX Bank,Analytical,Why are ZX Bank branches strategically distributed across different areas of Delhi?,"[{""filename"": ""Branch Network in Delhi.md"", ""text"": ""ZX Bank Ltd. is committed to providing seamless and accessible banking services across Delhi, ensuring customer convenience through a robust network of physical branches. Serving the vibrant capital city, ZX Bank branches are strategically distributed across North, South, East, West, and Central Delhi.""}, {""filename"": ""Branch Network in Delhi.md"", ""text"": ""This strategic distribution ensures that a wide demographic of customers can access banking services conveniently, supporting the bank's goal of customer-centric operations.""}]"
ZX Bank,Procedural,"How can I contact the branch in Connaught Place, Delhi?","[{""filename"": ""Branch Network in Delhi.md"", ""text"": ""Central Delhi Branches provide details on branch addresses, IFSC codes, and contact numbers. For Connaught Place:""}, {""filename"": ""Branch Network in Delhi.md"", ""text"": ""Branch Address: 78, Connaught Place, Outer Circle, Delhi-110001\nIFSC Code: ZXIN0000141\nContact Number: 011-45234560""}]"
ZX Bank,Boolean,Does ZX Bank provide digital banking services at all branches?,"[{""filename"": ""Branch Network in Delhi.md"", ""text"": ""With a focus on customer-centric operations, each branch delivers the full suite of retail, corporate, and digital banking services, supported by modern infrastructure and a dedicated team.""}]"
ZX Bank,Descriptive,What is the branch network of ZX Bank in Nepal?,"[{""filename"": ""Branch Network in Nepal.md"", ""text"": ""ZX Bank has established a robust and customer-focused branch network across Nepal, ensuring that both urban and semi-urban populations have easy access to modern banking services. With a strategic focus on digital onboarding, remittance corridors, and personalized service, ZX Bank's 20 branches are thoughtfully distributed across key provinces.""}]"
ZX Bank,Procedural,How can I contact the ZX Bank branch in Biratnagar?,"[{""filename"": ""Branch Network in Nepal.md"", ""text"": ""Province No. 1\n1. Biratnagar Main Road, Biratnagar-9 | IFSC Code: ZXIN0001001 | Contact Number: +977-21-570001""}]"
ZX Bank,Boolean,Is there a ZX Bank branch in Bagmati Province?,"[{""filename"": ""Branch Network in Nepal.md"", ""text"": ""Bagmati Province\n1. New Road, Kathmandu | IFSC Code: ZXIN0003001 | Contact Number: +977-1-4256011\n2. Lagankhel Chowk, Lalitpur | IFSC Code: ZXIN0003002 | Contact Number: +977-1-5531033\n3. Banepa Main Road, Kavre | IFSC Code: ZXIN0003003 | Contact Number: +977-11-661748\n4. Hetauda Bazar, Makwanpur | IFSC Code: ZXIN0003004 | Contact Number: +977-57-520848""}]"
ZX Bank,Comparative,How does the branch network of ZX Bank in Lumbini Province compare to that in Gandaki Province?,"[{""filename"": ""Branch Network in Nepal.md"", ""text"": ""Gandaki Province\n1. Chipledhunga, Pokhara-9 | IFSC Code: ZXIN0004001 | Contact Number: +977-61-534620\n2. Prithvi Chowk, Pokhara-13 | IFSC Code: ZXIN0004002 | Contact Number: +977-61-574125\n3. Baglung Bazar, Baglung | IFSC Code: ZXIN0004003 | Contact Number: +977-68-520430\n4. Besisahar Road, Lamjung | IFSC Code: ZXIN0004004 | Contact Number: +977-66-520223""}, {""filename"": ""Branch Network in Nepal.md"", ""text"": ""Lumbini Province\n1. Traffic Chowk, Butwal | IFSC Code: ZXIN0005001 | Contact Number: +977-71-537153\n2. Nepalgunj Road, Kohalpur, Banke | IFSC Code: ZXIN0005002 | Contact Number: +977-81-520211\n3. Siddharthanagar-8, Bhairahawa | IFSC Code: ZXIN0005003 | Contact Number: +977-71-525115\n4. Ghorahi Buspark, Dang | IFSC Code: ZXIN0005004 | Contact Number: +977-82-562323""}]"
ZX Bank,Procedural,How do I close my ZX Bank Credit Card?,"[{""filename"": ""ZX Bank Credit Card Help.md"", ""text"": ""Closing your ZX Bank Credit Card is a straightforward process. Follow the steps below to ensure a smooth and secure closure: Settle outstanding amounts, redeem unused rewards, cancel linked payments, request card closure via app, netbanking, customer care, or branch visit, destroy the card, and obtain closure confirmation.""}]"
ZX Bank,Procedural,How can I redeem my unused rewards before closing my ZX Bank Credit Card?,"[{""filename"": ""ZX Bank Credit Card Help.md"", ""text"": ""Redeem all reward points, cashback, or benefits, as they will be lost after closure.""}]"
ZX Bank,Procedural,What should I do if I see continuing charges after closing my ZX Bank Credit Card?,"[{""filename"": ""ZX Bank Credit Card Help.md"", ""text"": ""If you see continuing charges post-closure, inform ZX Bank immediately.""}]"
ZX Bank,Descriptive,What are the methods to request a ZX Bank Credit Card closure?,"[{""filename"": ""ZX Bank Credit Card Help.md"", ""text"": ""You can place a closure request via the ZX Bank Mobile App, ZX NetBanking, Customer Care, or by visiting a branch.""}]"
ZX Bank,Boolean,Can I re-activate my ZX Bank Credit Card after closing it?,"[{""filename"": ""ZX Bank Credit Card Help.md"", ""text"": ""You cannot re-activate a closed card; a new application is required.""}]"
ZX Bank,Open-Ended,What types of credit cards does ZX Bank offer?,"[{""filename"": ""ZX Bank Credit Card.md"", ""text"": ""ZX Bank offers a versatile range of credit cards designed to suit diverse financial needs and lifestyles, including the ZX Platinum Credit Card, ZX Gold Credit Card, ZX Women Empower Credit Card, ZX Student Credit Card, and ZX NRI Credit Card.""}]"
ZX Bank,Comparative,How does the ZX Platinum Credit Card differ from the ZX Gold Credit Card?,"[{""filename"": ""ZX Bank Credit Card.md"", ""text"": ""The ZX Platinum Credit Card is ideal for high-income professionals and frequent travelers with perks like complimentary airport lounge access and travel insurance coverage up to \u20b950 lakh, whereas the ZX Gold Credit Card is best for salaried individuals and regular shoppers offering 1.5X reward points on groceries and utility payments, and up to 20% discount at partner dining outlets.""}]"
ZX Bank,Procedural,How can I apply for a ZX Bank credit card?,"[{""filename"": ""ZX Bank Credit Card.md"", ""text"": ""To apply, visit the ZX Bank Asia website or the ZX Bank Asia app, fill out the online application form, and upload necessary documents like ID, proof of income, and address proof. e-KYC is available for residents of India, Sri Lanka, and Nepal, with approval potentially within 48 hours.""}]"
ZX Bank,Boolean,Is there an annual fee for the ZX Student Credit Card?,"[{""filename"": ""ZX Bank Credit Card.md"", ""text"": ""There is no annual fee for the first 2 years for the ZX Student Credit Card; subsequently, the fee is \u20b9199 + GST, waived with one transaction per quarter.""}]"
ZX Bank,Procedural,How can I find the latest locations of ZX Bank ATMs?,"[{""filename"": ""ATM Locations at Major Shopping Malls.md"", ""text"": ""*Note: Availability of ZX Bank ATMs is subject to change. Please check on the ZX Bank Asia mobile app or [www.zxbank.asia](https://www.zxbank.asia) for the latest locations.*""}]"
ZX Bank,Descriptive,Where are ZX Bank ATMs located in Mumbai?,"[{""filename"": ""ATM Locations at Major Shopping Malls.md"", ""text"": ""Mumbai \u2013 Maharashtra\n- **Phoenix Marketcity, Kurla**\n - Address: LBS Road, Kurla West, Mumbai, Maharashtra 400070\n- **Oberoi Mall**\n - Address: Western Express Highway, Goregaon East, Mumbai, Maharashtra 400063\n- **R City Mall**\n - Address: LBS Marg, Ghatkopar West, Mumbai, Maharashtra 400086""}]"
ZX Bank,Boolean,Are there ZX Bank ATMs available in Hyderabad?,"[{""filename"": ""ATM Locations at Major Shopping Malls.md"", ""text"": ""Hyderabad \u2013 Telangana\n- **Forum Sujana Mall**\n - Address: Kukatpally Housing Board, Kukatpally, Hyderabad, Telangana 500072\n- **GVK One Mall**\n - Address: Rd Number 1, Banjara Hills, Hyderabad, Telangana 500034\n- **Inorbit Mall**\n - Address: APIIC Software Layout, Mindspace, Madhapur, Hyderabad, Telangana 500081""}]"
ZX Bank,Comparative,How do the ATM locations of ZX Bank in Bangalore compare to those in Delhi?,"[{""filename"": ""ATM Locations at Major Shopping Malls.md"", ""text"": ""Bangalore (Bengaluru) \u2013 Karnataka\n- **Phoenix Marketcity**\n - Address: Whitefield Main Road, Mahadevapura, Bangalore, Karnataka 560048\n- **Orion Mall**\n - Address: Brigade Gateway, Dr Rajkumar Rd, Malleshwaram West, Bangalore, Karnataka 560055\n- **Mantri Square Mall**\n - Address: Sampige Road, Malleshwaram, Bangalore, Karnataka 560003""}, {""filename"": ""ATM Locations at Major Shopping Malls.md"", ""text"": ""Delhi \u2013 National Capital Territory\n- **Select CITYWALK**\n - Address: A-3, District Centre, Saket, New Delhi 110017\n- **DLF Promenade**\n - Address: 3 Nelson Mandela Road, Vasant Kunj, New Delhi 110070\n- **Pacific Mall**\n - Address: Najafgarh Road, Tagore Garden, New Delhi 110018""}]"
ZX Bank,Descriptive,What is the branch network overview of ZX Bank Ltd. in Kanpur?,"[{""filename"": ""Kanpur Branch Network.md"", ""text"": ""ZX Bank Ltd. maintains a robust and accessible network across Kanpur, ensuring quality banking services are readily available to residents in every part of the city. The bank's strategic presence spans North, South, East, West, and Central Kanpur, providing retail and corporate services as well as convenient digital banking touchpoints.""}]"
ZX Bank,Comparative,How do the branch distributions of ZX Bank Ltd. differ across different regions in Kanpur?,"[{""filename"": ""Kanpur Branch Network.md"", ""text"": ""With well-distributed branches, Kanpur citizens benefit from modern banking infrastructure, financial advisory, and customer support in their localities. The branch addresses specify distinct IFSC codes and contact numbers for each region: North, South, East, West, and Central Kanpur.""}]"
ZX Bank,Procedural,How can I contact the branch located in North Kanpur on GT Road?,"[{""filename"": ""Kanpur Branch Network.md"", ""text"": ""The GT Road, Rawatpur branch in North Kanpur has the IFSC Code ZXIN0001002 and can be reached at the contact number 0512-2450055.""}]"
ZX Bank,Boolean,"Does ZX Bank Ltd. have a branch in Naubasta, West Kanpur?","[{""filename"": ""Kanpur Branch Network.md"", ""text"": ""Yes, ZX Bank Ltd. has a branch located at 19 Naubasta, West Kanpur-208021 with the contact number 0512-2569172.""}]"
ZX Bank,Analytical,Why might ZX Bank Ltd. choose to have a presence in multiple regions of Kanpur?,"[{""filename"": ""Kanpur Branch Network.md"", ""text"": ""ZX Bank Ltd. maintains a robust and accessible network across Kanpur, ensuring quality banking services are readily available to residents in every part of the city. This strategy enables the bank to cater to diverse customer needs with modern infrastructure and comprehensive services effectively spanning North, South, East, West, and Central Kanpur.""}]"
ZX Bank,Open-Ended,What are the features of the ZX Bank Gold Loan?,"[{""filename"": ""ZX Bank Gold Loan.md"", ""text"": ""## **Features of ZX Bank Gold Loan**\n- **Fast Processing:** Walk-in disbursal, minimal paperwork, and instant approval.\n- **Secure Storage:** Your gold jewelry is stored securely in bank vaults.\n- **Flexible Repayment:** Choice of tenure and repayment options.\n- **Digital Tracking:** Manage and repay your loan via the ZX Bank Asia Mobile App.""}]"
ZX Bank,Procedural,How can I apply for a ZX Bank Gold Loan?,"[{""filename"": ""ZX Bank Gold Loan.md"", ""text"": ""## **How to Apply**\n\n- **Visit**: Any ZX Bank branch with your gold ornaments and required documents\n- **Online Application**: Apply via ZX Bank Asia Mobile App for a digital pre-approval & appointment\n- **Quick Disbursal**: Loan amount credited to your account in minutes after gold valuation and documentation""}]"
ZX Bank,Analytical,What factors influence the interest rate of the ZX Bank Gold Loan?,"[{""filename"": ""ZX Bank Gold Loan.md"", ""text"": ""## **Interest Rate**\n\n- **Starting Rate:** _**9.5% per annum**_ (floating, subject to change as per prevailing bank rates and loan tenure)\n- **Processing Fee:** _0.25% of the loan amount or \u20b9250 (whichever is higher)_\n\n**Note:** Actual interest rate may vary based on gold purity, market rates, and loan amount.""}]"
ZX Bank,Boolean,Is it possible to track a ZX Bank Gold Loan digitally?,"[{""filename"": ""ZX Bank Gold Loan.md"", ""text"": ""## **Features of ZX Bank Gold Loan**\n- **Digital Tracking:** Manage and repay your loan via the ZX Bank Asia Mobile App.""}]"
ZX Bank,Descriptive,How many branches does ZX Bank have in North Chennai?,"[{""filename"": ""Network in Chennai.md"", ""text"": ""ZX Bank Ltd. has established a robust banking network within Chennai, providing convenient access to financial services across all key regions of the city: North, South, East, West, and Central Chennai.""}, {""filename"": ""Network in Chennai.md"", ""text"": ""North Chennai Branches include:\n- No. 25, Jawahar Nagar, Perambur\n- 142, MTH Road, Ambattur\n- 50, GNT Road, Madhavaram\n- 7, Tollgate, Thiruvottiyur\n- 18A, R.K. Nagar Main Road, Vyasarpadi\n- 2, Mint Street, Kondithope\n- Old No.21, New No.48, Ennore High Road, Ennore\n- 63, Tondiarpet High Road, Tondiarpet""}]"
ZX Bank,Comparative,How do the number of branches in East Chennai compare to West Chennai?,"[{""filename"": ""Network in Chennai.md"", ""text"": ""East Chennai Branches include:\n- 212, Luz Church Road, Mylapore\n- 56, Dr. Radhakrishnan Salai, Mylapore\n- 11, Royapettah High Road, Royapettah\n- 71, Chamiers Road, Teynampet\n- 205, Santhome High Road, Santhome\n- 33, Besant Avenue, Adyar\n- 85, Eldams Road, Alwarpet\n- 12, RK Mutt Road, Mandaveli""}, {""filename"": ""Network in Chennai.md"", ""text"": ""West Chennai Branches include:\n- 385, Arcot Road, Vadapalani\n- 22, Koyambedu Market Road, Koyambedu\n- 15, Mugalivakkam Main Road, Porur\n- 170, Poonamallee High Road, Kumananchavadi\n- 14, Jawaharlal Nehru Main Road, Anna Nagar\n- 69, 100 Feet Road, Ashok Nagar\n- 120, Arcot Road, Valasaravakkam\n- 46, Avadi Main Road, Avadi""}]"
ZX Bank,Boolean,Is there a ZX Bank branch on GST Road in South Chennai?,"[{""filename"": ""Network in Chennai.md"", ""text"": ""South Chennai Branches include:\n- 1, Velachery Main Road, Velachery\n- 5, GST Road, Tambaram\n- 31, OMR, Sholinganallur\n- 76, Medavakkam Main Road, Madipakkam\n- 14, Thiruvanmiyur Main Road, Thiruvanmiyur\n- 89, Mount Road, Guindy\n- 23, GST Road, Chromepet\n- 99, East Coast Road, Neelankarai""}]"
